left_gaze_origin_validity,right_gaze_origin_validity,Recording timestamp,Gaze point left X,Gaze point left Y,Gaze point left Z,Eye position left X,Eye position left Y,Eye position left Z,Gaze point right X,Gaze point right Y,Gaze point right Z,Eye position right X,Eye position right Y,Eye position right Z,Eye movement type
1,1,1163807043,1.24163,157.95085,46.84762,-33.73708,72.14893,686.3833,9.52426,154.13495,45.45875,27.06519,77.79512,682.74585,Fixation
1,1,1163807059,2.73663,156.1174,46.18031,-33.81362,72.13654,686.33612,7.15131,156.24104,46.22531,27.0367,77.81205,682.86401,Fixation
1,1,1163807076,1.25575,157.28209,46.60424,-33.87165,72.13926,686.27527,2.68239,154.78378,45.69489,26.97674,77.77154,682.59814,Fixation
1,1,1163807093,-0.41514,154.61946,45.63511,-33.92596,72.18184,686.27136,7.46691,157.8649,46.81633,26.86268,77.81246,682.72388,Fixation
1,1,1163807109,2.62116,156.6248,46.36498,-34.0382,72.23343,686.30103,3.58857,158.68524,47.11489,26.8253,77.85425,682.90771,Fixation
1,1,1163807126,0.67346,159.62421,47.4567,-34.10415,72.31703,686.23761,4.5155,154.76898,45.68951,26.73073,77.951,682.70837,Fixation
1,1,1163807143,-1.33228,158.42337,47.01963,-34.16748,72.47778,686.37842,8.41638,158.03625,46.87873,26.61716,78.0683,682.80804,Fixation
1,1,1163807159,3.1809,156.05408,46.15727,-34.29809,72.62891,686.32178,4.77949,154.89474,45.7353,26.57143,78.24763,682.83716,Fixation
1,1,1163807176,-0.68571,160.29543,47.70098,-34.35883,72.70935,686.3446,8.11085,159.90707,47.55963,26.43429,78.29399,682.53925,Fixation
1,1,1163807193,0.69313,157.13144,46.54941,-34.50297,72.80983,686.11572,6.45564,156.28377,46.24086,26.35981,78.48007,682.84143,Fixation
1,1,1163807209,-0.5462,158.05396,46.88515,-34.59692,72.86698,685.97766,6.69996,158.15422,46.92166,26.18991,78.46304,682.39056,Fixation
1,1,1163807226,2.45194,157.11221,46.54242,-34.784,72.81892,685.9137,2.99349,156.59575,46.3544,26.07695,78.43819,682.38745,Fixation
1,1,1163807243,3.5591,155.21951,45.8535,-34.97618,72.62103,685.75336,5.72131,159.42793,47.38526,25.90394,78.29051,682.56824,Fixation
1,1,1163807259,3.20633,155.16776,45.83467,-35.11766,72.30289,685.21472,5.84988,156.8632,46.45176,25.70882,78.07205,682.21039,Fixation
1,1,1163807276,1.17032,156.36003,46.26863,-35.27518,72.04811,685.01233,4.59091,155.99327,46.13511,25.51164,77.86745,681.65918,Fixation
1,1,1163807293,-0.62622,156.14954,46.19202,-35.47234,71.92591,685.4375,6.0521,154.08115,45.43915,25.32803,77.8005,681.71204,Fixation
1,1,1163807309,4.44086,156.95952,46.48681,-35.6757,71.88454,685.45093,5.81163,154.41167,45.55949,25.14634,77.78951,681.76447,Fixation
1,1,1163807326,2.96922,156.41081,46.28707,-35.82234,71.76111,685.02649,5.37331,156.71317,46.39714,24.98699,77.82639,681.99573,Fixation
1,1,1163807343,2.31075,156.85431,46.44852,-35.95304,71.69366,684.76514,4.87296,157.42799,46.6573,24.82911,77.79784,681.67432,Fixation
1,1,1163807359,2.56857,158.38658,47.00623,-36.0666,71.66452,685.05518,4.13756,157.1523,46.55697,24.74525,77.78293,682.10425,Fixation
1,1,1163807376,3.19714,155.54884,45.97338,-36.09654,71.61987,685.19452,5.25374,154.88327,45.73114,24.72254,77.70055,682.15704,Fixation
1,1,1163807393,2.65012,159.79411,47.51852,-36.0343,71.47163,684.9126,4.63769,155.42049,45.92666,24.78502,77.57507,682.46222,Fixation
1,1,1163807409,2.63648,161.13173,48.00537,-35.93896,71.47528,685.16119,3.33416,154.68184,45.65779,24.87352,77.40564,681.96643,Fixation
1,1,1163807426,2.42519,160.99466,47.95552,-35.83842,71.47754,685.13074,6.19824,158.29434,46.97262,25.01183,77.38513,682.78003,Fixation
1,1,1163807443,1.56326,160.38275,47.73277,-35.72416,71.49554,685.10547,4.48477,156.83362,46.44101,25.11425,77.22316,682.47534,Fixation
